ID,Label
658010164574990336,anger
658012993913942020,anger
658760965081669633,anger
658773181415694338,anger
658773613659725824,anger
658773746862440448,anger
658774731269754881,anger
660298631401050112,anger
660301740743503872,anger
660781404335284224,anger
660781439508717569,anger
660782560746856449,anger
660782580850118656,anger
660782755681275904,anger
660786313164103682,anger
660800573613187073,anger
660801848501227520,anger
660801908353990656,anger
660801908764839936,anger
660804427515867136,anger
660894698437914625,anger
660896277350227968,anger
660896934303920128,anger
660896974342897664,anger
660898882872696832,anger
660902863376244736,anger
660904425893076992,anger
660921496483794944,anger
660924143106449411,anger
660924182939705345,anger
660925524886335488,anger
660925701936308224,anger
660926279596834816,anger
660928175581618176,anger
660928207131156480,anger
660928878752481280,anger
660931334853033984,anger
660942529890766849,anger
660947057088286720,anger
660952157701742592,anger
661183364292984832,anger
661617291898003456,anger
661617326081617920,anger
661793851347247105,anger
662194426773680128,anger
662275027505709056,anger
662280756841070592,anger
662986991731154945,anger
662997384004284417,anger
663001850644471808,anger
663242812612288512,anger
663243087758671872,anger
663247055951806464,anger
663252096813105152,anger
663252806363648000,anger
663494119969411072,anger
663679422617243648,anger
663679586727813120,anger
663682760066916352,anger
663683185474170880,anger
663684273342390272,anger
663694824168685568,anger
663700856672534528,anger
663701292058058752,anger
664461877460774912,anger
664476288422408196,anger
664478632803475456,anger
664481600520982529,anger
664500868192964608,anger
664501738918035456,anger
664935939131777025,anger
664936639253364736,anger
664936702826430464,anger
664936705212878848,anger
664938358985105408,anger
664948845407657992,anger
664950624707092484,anger
664950987363348480,anger
664951347435933696,anger
665516377927741440,anger
665516378271690753,anger
665516384869306368,anger
665516385485922304,anger
665518261199613953,anger
665518264244699136,anger
665518270842302464,anger
665520514073407489,anger
665523481921081344,anger
665645517242765312,anger
665645601825161218,anger
665647330910015488,anger
665649635294318592,anger
665653557287219200,anger
665658797969534976,anger
665659896927531008,anger
665660417318981632,anger
665661266346643456,anger
666668689845067780,anger
666923329547300866,anger
666925072095973376,anger
666927958137901056,anger
666938136405102592,anger
666938646243745793,anger
666939758837387265,anger
666941292530819072,anger
666941333135839232,anger
666941345978781696,anger
666945328906653698,anger
666947539472662531,anger
666949796951941121,anger
666951126273630208,anger
666951135866068992,anger
666954294063689728,anger
666955589763923969,anger
666964625976664066,anger
667090260287950849,anger
667113930679042048,anger
667117560333213696,anger
667396970236026884,anger
667397566208847874,anger
667443923120431104,anger
667840112575778816,anger
667840144276332544,anger
667840204007464960,anger
667840685853253632,anger
667840688059457536,anger
667840754782445568,anger
667841310225768453,anger
667841318203314176,anger
667842804580802560,anger
667842808754126848,anger
667844412882493440,anger
667848220161286145,anger
667848325283061760,anger
667848335643025410,anger
667848351656878080,anger
667850576672260097,anger
667852791499628545,anger
667852915990728704,anger
667854429442473989,anger
667858061000855555,anger
668196201196425216,anger
668196228040011777,anger
668196271396511744,anger
668225117667897344,anger
668459349380112386,anger
668459352618098689,anger
668459361526747136,anger
668459361820418048,anger
668459368648716288,anger
668459411912925193,anger
668460091499282432,anger
668460104262529024,anger
668460116514091008,anger
668460154124374016,anger
668460155902758912,anger
668460162487861248,anger
668460172596142080,anger
668460174693294080,anger
668460179193729024,anger
668460179445448704,anger
668461689596153856,anger
668461747037147136,anger
668461776992911360,anger
668461795753988096,anger
668461818847879168,anger
668463823066632193,anger
668463828749914112,anger
668463832264740865,anger
668463842419187712,anger
668466074061508608,anger
668466081946816512,anger
668466084253736960,anger
668466118907060224,anger
668466126511304704,anger
668468684193718272,anger
668468725218177025,anger
668468732247846912,anger
668468755937271808,anger
668471856354185216,anger
668471875966734336,anger
668473386486640642,anger
668473389275856900,anger
668473392518070272,anger
668474806862499840,anger
668476397187411969,anger
668477339857256449,anger
668478925153128449,anger
668480601515757568,anger
668480602224631809,anger
668480628019605504,anger
668483257101656065,anger
668488577676926976,anger
668488589328650241,anger
668489971578372097,anger
668491252699168768,anger
668496988263096320,anger
668499049633480704,anger
668501161750736896,anger
668507508030488576,anger
668507537541591040,anger
668513072739434496,anger
668518422452510721,anger
668519172981325824,anger
668526680353411074,anger
668893101004582912,anger
669320586263453696,anger
669322088004587521,anger
669324093712371714,anger
669324096333811712,anger
669324107280969729,anger
669328517365125121,anger
669492177274302464,anger
669493368473436160,anger
669496692690067456,anger
669498060163194881,anger
669499990281203712,anger
669500048527478784,anger
672080327721000961,anger
672086530245136384,anger
672241687935254528,anger
672241730679275520,anger
672245596699389952,anger
672253198707617792,anger
673629645556838400,anger
673633591490945024,anger
673635834969616384,anger
673638802133491713,anger
673709791802355713,anger
673724841481105408,anger
673746143608705024,anger
673785123012263936,anger
673793491110072320,anger
673798675366354944,anger
673799659123380225,anger
673820954800332804,anger
674029446366629888,anger
674034696662196224,anger
674049948799905799,anger
674053038806560768,anger
674085780738940928,anger
674110059912278016,anger
674320718985863168,anger
674332659179503617,anger
674346119204311041,anger
674619621140508672,anger
674639917952212993,anger
674701164072542208,anger
674733616891604992,anger
674744318394019841,anger
674747063914098688,anger
674750800585990144,anger
674753798800306176,anger
674760071495221248,anger
674763115276447746,anger
674772856287440896,anger
674971779056713728,anger
674977140467769344,anger
674997497429905408,anger
674997503624892416,anger
675015056950693891,anger
675044008964530176,anger
675369992951570432,anger
675378009252216833,anger
675381866585812997,anger
675388979286556672,anger
675401647745581058,anger
675407579745529861,anger
675412469720961024,anger
675429666086363140,anger
675443059031744512,anger
675488806972334081,anger
675524978717143040,anger
675533549563330560,anger
675693525363748864,anger
675697850047668224,anger
675726370325008384,anger
675731281414631425,anger
675736723716993024,anger
675746502057271296,anger
675782589156859904,anger
675853400035209216,anger
675878399865446401,anger
675892074592489473,anger
675893073034018816,anger
675898512396132352,anger
675901502888796162,anger
675928556447363072,anger
675928767047581696,anger
675928970060292097,anger
675929173312040960,anger
675930085984202752,anger
675930325193723904,anger
675932642978721793,anger
675935108319150082,anger
675935328260239360,anger
675939750591754240,anger
675939891604254720,anger
675941960696360960,anger
675944557389996032,anger
675947589779513344,anger
675947635333857280,anger
675954587443011588,anger
675956332395130880,anger
675957152624844800,anger
675957225844842497,anger
675957561837928448,anger
675960630084550656,anger
675962046408732672,anger
675967440665362432,anger
675970951037759489,anger
675976751047135232,anger
675984671818280960,anger
675985556250210305,anger
675987806058074112,anger
675989803083694081,anger
676114174649438212,anger
676158688906887172,anger
676177974346018816,anger
676183327787909120,anger
676232164971782144,anger
676250210310479873,anger
676252730911031297,anger
676260020770709505,anger
676276907109928960,anger
676457683944415233,anger
676485470721830913,anger
676488197006823424,anger
676492626753937408,anger
676500656564404224,anger
676509677589540864,anger
676513132177682432,anger
676520178402918401,anger
676528684522688512,anger
676545460962750464,anger
676546698915770368,anger
676549959496413184,anger
676555465396985858,anger
676570905275797504,anger
676669427992150016,anger
676882784133214208,anger
676882786012299265,anger
676884026792255489,anger
676885479258722304,anger
676954062802276355,anger
676963819151863814,anger
676967406712037376,anger
676972667891818504,anger
677014216071585792,anger
677017057897127936,anger
677019290042769408,anger
677019435182505984,anger
677020152551120896,anger
677020169672269826,anger
677023406974492676,anger
677023428721950720,anger
677023430173175808,anger
677023451392180224,anger
677028180125990912,anger
677030231677489152,anger
677038324708745216,anger
677040390021713920,anger
677040473761034241,anger
677052280290549760,anger
677178240444850176,anger
677224701568131072,anger
677310375134674945,anger
677337757392478211,anger
677345179364401152,anger
677438880669396992,anger
677439513304637440,anger
677459244594130944,anger
677459339632910336,anger
677541786114514944,anger
677541797975969793,anger
677541803743162368,anger
677542771679473664,anger
677542808857743365,anger
677542816042586112,anger
677548761602748417,anger
677551639981617152,anger
677590149484662785,anger
677605380424343552,anger
677615011188068352,anger
677621090122924033,anger
677621091737673729,anger
677621101111992324,anger
677624698306469888,anger
677626423553736704,anger
677638899791994886,anger
677638910583902213,anger
677645361893277696,anger
677645482869596161,anger
677645530034511872,anger
677665765840023553,anger
677680834036555776,anger
677694664233885697,anger
677694720030674944,anger
677825225589956608,anger
677841683241938944,anger
677846718956871680,anger
677927411380539392,anger
677927457433997314,anger
677939058086166530,anger
677966480034656256,anger
678184097085333504,anger
678196631242678272,anger
678208048595341312,anger
678208070242144256,anger
678212007976435712,anger
678220929567166465,anger
678228235386245120,anger
678305849467609090,anger
678306057542877185,anger
678307459870642176,anger
678307991238672384,anger
678312468372955136,anger
678315406071865346,anger
678330883410108416,anger
678346849170956288,anger
678362900717809664,anger
678381787156844544,anger
678394536532553728,anger
678418593684578305,anger
680463971015639040,anger
680463989646716929,anger
680464704033153025,anger
680474650212724736,anger
680478999156490241,anger
680484084376834049,anger
680484097412710400,anger
680499362364014592,anger
680509048878424064,anger
680522214047879168,anger
680524290026950656,anger
680535595916079104,anger
680552805048946688,anger
680779966192160768,anger
680782906969731072,anger
680851480484659200,anger
680852004739117058,anger
680852039639920641,anger
680859541752393728,anger
680905344802000896,anger
680922543130341376,anger
680922586776211456,anger
680948492295081984,anger
680981608095191040,anger
680988651715751937,anger
681024298807603201,anger
681545119049334785,anger
681550276201988100,anger
681553193105551361,anger
681566476483047425,anger
681571947268976642,anger
681572328648605698,anger
681572335455989760,anger
681625941144154112,anger
681625964783222784,anger
681634463231676416,anger
681635569764577281,anger
681635967460077573,anger
681638367801511936,anger
681640325937545216,anger
681652428635254786,anger
681654940784275456,anger
681659727827316737,anger
681659887038914560,anger
681663200002240512,anger
681673025767473152,anger
681681445966987264,anger
681686048724746240,anger
681695231557918720,anger
681698288396058625,anger
681785701847969792,anger
681790575968956416,anger
681797551817895937,anger
681801205832650752,anger
681802012145659904,anger
681812905659117568,anger
681820159854653440,anger
681820181706989568,anger
681820196676448257,anger
681820205803253760,anger
681878347484377088,anger
681878845230858240,anger
681882253874589696,anger
681897935840395264,anger
681900539920146432,anger
681960166485561349,anger
681962423486656512,anger
681971472382869504,anger
681996972429987842,anger
681998657646821377,anger
681998789972865024,anger
682002229688074240,anger
682006471492505600,anger
682009847026454533,anger
682012157811240961,anger
682020878398390272,anger
682192959102709761,anger
682205476789039104,anger
682208084413034500,anger
682213258107961344,anger
682256346914369538,anger
682257300917215232,anger
682259354406490112,anger
682577313586933760,anger
682585625921458176,anger
682671023288938498,anger
682692982752018432,anger
682896939063599104,anger
682898714181107712,anger
682901616454975488,anger
682905674628632576,anger
682910217017933824,anger
682910228116025344,anger
682910242074669056,anger
682937129777938432,anger
682942767878782980,anger
682962568344932352,anger
682966268434092032,anger
682967651598118913,anger
682967867399225344,anger
682968909650067457,anger
682969042328629248,anger
682970012089454592,anger
682970153965977600,anger
682973122778284032,anger
682973280282738688,anger
682973627042676736,anger
682977197297135616,anger
682978643715485697,anger
682978860993003520,anger
682978921256730625,anger
682981715795644416,anger
682981835245248513,anger
682982108843892736,anger
682982188556615681,anger
683051048810983424,anger
683421609613471744,anger
683421679230554112,anger
683423795777015808,anger
683429339476656130,anger
683431023045160961,anger
683444035940388864,anger
683447632249896960,anger
683452771799052288,anger
683640066380578816,anger
683681565537386501,anger
683681599909658625,anger
683687405703020544,anger
683747363941384192,anger
683750306686078977,anger
683753706949619713,anger
683765764126564352,anger
683813549622341632,anger
684016319365251072,anger
684016348851257345,anger
684018606871556097,anger
684021679299911680,anger
684034497331986433,anger
684040133084098560,anger
684057511637479425,anger
684067850600996864,anger
684180092650696705,anger
684470484650586112,anger
684522765022572544,anger
684522911307296770,anger
684529532397817856,anger
684529544766832641,anger
684529567445454852,anger
684535979110195200,anger
684536174845779968,anger
684546975296057345,anger
684551704046637056,anger
684554067067187200,anger
684559687463907328,anger
684564164883419136,anger
684744226878451712,anger
684745222618759168,anger
684849679180414977,anger
684891907969970177,anger
684891911249891329,anger
684892124240805889,anger
684892130196717568,anger
684892185918058496,anger
684892203198607360,anger
684892227332632576,anger
684892734998638593,anger
684892754942492672,anger
684892883581820928,anger
684892974841466880,anger
684894704677306368,anger
684894780589998084,anger
684896399771721729,anger
684896460203274240,anger
684896469019705344,anger
684896541308485632,anger
684900241393475585,anger
684900256102899713,anger
684903443576795137,anger
684906186349613057,anger
684906329027252225,anger
684907271973945344,anger
684907309923987457,anger
684909266562592769,anger
684909278809985024,anger
684909288729526273,anger
684911087028944896,anger
684911091198091266,anger
684913916867162113,anger
684925383175716864,anger
684925444244815873,anger
684925459713376260,anger
685137401631633409,anger
685151299680243713,anger
685456269600264192,anger
685523011441700865,anger
685523031817633793,anger
685523033201717248,anger
685524196299030529,anger
685524206495346688,anger
685524208009527296,anger
685527245310570498,anger
685546115861721088,anger
685546130910871552,anger
685546162892500992,anger
685552132406247424,anger
685567301563887616,anger
685622520230338560,anger
685629972975857664,anger
685642291051130880,anger
685889445283905537,anger
685893894664536064,anger
685896791695429632,anger
685898833528786944,anger
685898834812223488,anger
685914057770188800,anger
685934819956621313,anger
685961550906179584,anger
685963110587461632,anger
686189008737693697,anger
686189509604683776,anger
686190767795224577,anger
686191022691512320,anger
686194180427780100,anger
686201209003356160,anger
686205941193306113,anger
686208125486129152,anger
686262537638309888,anger
686266109020995584,anger
686271277099794432,anger
686301225650905092,anger
686301346627235841,anger
686326064226942977,anger
686326072393252865,anger
686342265766293505,anger
686346491301093376,anger
686346535697825792,anger
686376272663048192,anger
686431834528477184,anger
686456657228906496,anger
686595496023035905,anger
686599302857273344,anger
686612182545657857,anger
686612208957165569,anger
686613403436216322,anger
686614599798550528,anger
686614792426119168,anger
686620252403273728,anger
686633561642954752,anger
686638922626129920,anger
686640761518092288,anger
686649117204987904,anger
686653287991521288,anger
686660055282921473,anger
686666625857249281,anger
686696552295972868,anger
686767065953337344,anger
686767071376441345,anger
686768563156291584,anger
686768597293756417,anger
686784707175018497,anger
687012272359735297,anger
687012326642286593,anger
687346932453404672,anger
687353076278247424,anger
687354898023886848,anger
687356703986302976,anger
687368823926861824,anger
687384856867811332,anger
687385268240924672,anger
687387178930958337,anger
687387179044179968,anger
687387228868362246,anger
687387235122049024,anger
687391595776348162,anger
687399315099222023,anger
687402987652804609,anger
687410485873012737,anger
687412840450363392,anger
687424424077864960,anger
687428404556214273,anger
687434635555520512,anger
687683016936812544,anger
687683022322319360,anger
687683051913097217,anger
687684843937857536,anger
687686057652031489,anger
687686075377160194,anger
687688782322233344,anger
687694286524121089,anger
687854164441985024,anger
687858716922769408,anger
688061060058890241,anger
688061073287725057,anger
688068874131083264,anger
688104799795937280,anger
688104800450293761,anger
688110417881640961,anger
688121088610467840,anger
688205903753949186,anger
688447399325495301,anger
688451237424054272,anger
688451237465948160,anger
688451241664450560,anger
688455211074105344,anger
688460533197090816,anger
688467589354385408,anger
688481769159585792,anger
688492999790211072,anger
688495033109114880,anger
688513391305076736,anger
688513677629255680,anger
688732957973020673,anger
688752337511444480,anger
688804009616904193,anger
688841727394840577,anger
688868759298265088,anger
688925225963122688,anger
688931788459216897,anger
689115773143502848,anger
689116611794567168,anger
689145514709889025,anger
689150388906381312,anger
689150389200011264,anger
689153278731522048,anger
689153280337940480,anger
689153285731815425,anger
689318808117506049,anger
689330267065085952,anger
689415383288152064,anger
689517665006817281,anger
689536368628895745,anger
689537554232786946,anger
689585504539545600,anger
689590221252460545,anger
689599502186057728,anger
689602192995651584,anger
689606429125251072,anger
689607072942575616,anger
689637110647787520,anger
689820513288478721,anger
689934300003852288,anger
689949789421748226,anger
689949826801373185,anger
689950820675276801,anger
689952762138853377,anger
689952796163047425,anger
689952870351949824,anger
689955663754174464,anger
689955700672458753,anger
689957995137122305,anger
689958038728478721,anger
689962511836254208,anger
689962569591885824,anger
689968832866291712,anger
689968855674929153,anger
689971793071857664,anger
689975134032109568,anger
690009389831426052,anger
690192644962652160,anger
690196854991110144,anger
690211949544652800,anger
690221654300057600,anger
690231803437805568,anger
690252734952542208,anger
690324036727996416,anger
690325998106251264,anger
690328830767173632,anger
690412391247527936,anger
690660299846897664,anger
690700080844771328,anger
690739270693314560,anger
690820516916101120,anger
690845490326458368,anger
690859022828883968,anger
690859824897196032,anger
690954709126008832,anger
691035525113843713,anger
691235526926561282,anger
691235749249863681,anger
691361439966195713,anger
691673026274955264,anger
691676180269907969,anger
691682327068569600,anger
691703797341626369,anger
691718247121551362,anger
691725475845165056,anger
691746744032481280,anger
691760380494872576,anger
691770271393538048,anger
691778400609005568,anger
691801736361672704,anger
691841016131903490,anger
691855554478751745,anger
691872339831701504,anger
692071116031053824,anger
692074692270788608,anger
692081830116331520,anger
692100867219136514,anger
692134940293648384,anger
692144527826653184,anger
692399160562159616,anger
692402667524591616,anger
692445593160028160,anger
692448610915581953,anger
692577115900940288,anger
692703258670829570,anger
692760084796067840,anger
692765702189617152,anger
692776335169687552,anger
692807698975449089,anger
692914298893504514,anger
693137695967711232,anger
693146485639254016,anger
693162009265881088,anger
693170340273455104,anger
693179546577813504,anger
693179599518339072,anger
693192302949502977,anger
693192366648365057,anger
693233794699108353,anger
693261450962419715,anger
693286931006750720,anger
693481666858356739,anger
693483904808947713,anger
693487184549171204,anger
693579065375248384,anger
693740679017713664,anger
693853518688559104,anger
693885780515786753,anger
693926030545965056,anger
693930437496954881,anger
693949500814159872,anger
693954510092374016,anger
694208641822539777,anger
694213475736903680,anger
694363579378696194,anger
694469490634067968,anger
694469563795148802,anger
694471838945165312,anger
694495736168345600,anger
694502842833444865,anger
694509005834682368,anger
694545132285267968,anger
694580755658338304,anger
694580848922906625,anger
694581729282113536,anger
694581743781830656,anger
694581832340348929,anger
694583554030858242,anger
694583587182624769,anger
694583640437714944,anger
694583658829758464,anger
694586647304888320,anger
694586657593528320,anger
694586671594115072,anger
694590199976824832,anger
694590211393785856,anger
694591326260695040,anger
694591346846334976,anger
694592674767183872,anger
694592688591618052,anger
694597746909712384,anger
694602660104818688,anger
694604073287446528,anger
694606966799269888,anger
694607232760188929,anger
694608135458263040,anger
694610035373166592,anger
694618967709720576,anger
694619810915827712,anger
694621219358953472,anger
694621225314816000,anger
694638386133471233,anger
694725317630496768,anger
694746872334938112,anger
694746967482724352,anger
694747024881815552,anger
694747051649830912,anger
694789693716746241,anger
694792800152453120,anger
694795432464031744,anger
694796873761165312,anger
694816792011739136,anger
694909696881377280,anger
694914774761603076,anger
694920327961313280,anger
694936229243195392,anger
694944899179941888,anger
694984691133341697,anger
694984727384711174,anger
694984818120073216,anger
694984821001551874,anger
694985772127121408,anger
694985794914762757,anger
694985871473446913,anger
694985939085438976,anger
694988898171252736,anger
694988903674150912,anger
694988968354516993,anger
694993080278257664,anger
694998309409316865,anger
695054837830914049,anger
695105790919761921,anger
695113151751262208,anger
695250566340042752,anger
695408331515494401,anger
695408332832518145,anger
695408374104485888,anger
695408455692058624,anger
695408460595273728,anger
695408625506856961,anger
695408647237554177,anger
695409334881091584,anger
695409554184544260,anger
695411972922212352,anger
695412023841009665,anger
695412052987252736,anger
695412082490015744,anger
695414137342398464,anger
695415791240413184,anger
695415865710219266,anger
695415895963795456,anger
695415932961710083,anger
695422427610771457,anger
695429676412502017,anger
695429691243520000,anger
695429837469560832,anger
695435947698049026,anger
695436213063258119,anger
695445391454507008,anger
695445397544669184,anger
695445694287491072,anger
695457455329816576,anger
695469186424958976,anger
695469415547203584,anger
695469653401985024,anger
695469724709289984,anger
695486496552439808,anger
695529453875830784,anger
695529537422172160,anger
695530291289571329,anger
695532674170167296,anger
695535452854611968,anger
695560075608506368,anger
695575830894751746,anger
695577205901021184,anger
695597483645394944,anger
695633316666593280,anger
695633728404635650,anger
695658948398080001,anger
695671002899050496,anger
695674466832138240,anger
695688133996888065,anger
695701912608501760,anger
695704113187831808,anger
695704127230369792,anger
695704148067614724,anger
695708299526856704,anger
695724476093304832,anger
695724497001963521,anger
695786052490018816,anger
695805526505029632,anger
695805680045924352,anger
695850932727209984,anger
695898874716798976,anger
695970838965850112,anger
695982103293464577,anger
696029297304326147,anger
696031339255087105,anger
696036874989780992,anger
696041621486485505,anger
696058723647803392,anger
696059648747692033,anger
696062543484317696,anger
696064425745371136,anger
696073586524712960,anger
696073621366771713,anger
696073623732408321,anger
696073645517570048,anger
696073647174262784,anger
696074752071442433,anger
696074752612528129,anger
696074861559603200,anger
696074864625524736,anger
696077440603570179,anger
696077462308937728,anger
696077502280822784,anger
696077505564971008,anger
696079757826519041,anger
696079769516056578,anger
696079811513577475,anger
696082200886956032,anger
696082231303995392,anger
696086433958928384,anger
696086442657890304,anger
696086461876203520,anger
696089231534456832,anger
696089258524811264,anger
696093290802868224,anger
696093292094738434,anger
696093300000952324,anger
696093348529102848,anger
696098911325417473,anger
696098928614252545,anger
696099016770248704,anger
696103083466690562,anger
696103107894202368,anger
696108185707487232,anger
696108187632721920,anger
696108203797385216,anger
696108205257158656,anger
696108219056418816,anger
696108289382313984,anger
696108305337470976,anger
696113251122335748,anger
696113269082292224,anger
696116626631090177,anger
696116963970543616,anger
696121560265068547,anger
696121628883755008,anger
696125190057676800,anger
696125220210548736,anger
696125261822164992,anger
696127448640049154,anger
696127469208920066,anger
696127520782094336,anger
696127607092420609,anger
696131421652520960,anger
696132835598606337,anger
696134310563352576,anger
696135662903369728,anger
696135706473844737,anger
696138687193735168,anger
696138732152336385,anger
696142511518130176,anger
696145263547826176,anger
696152391633256448,anger
696152404182626304,anger
696159602380042241,anger
696178869364244480,anger
696199523312517121,anger
696291765347815424,anger
696370350838439937,anger
696398593079558144,anger
696398600885112834,anger
696398607717658624,anger
696398613631627265,anger
696400344247635973,anger
696400360743825413,anger
696400361272254464,anger
696400374148812801,anger
696403826874716160,anger
696407788487098368,anger
696407806258388994,anger
696407810490429441,anger
696407821936652288,anger
696407835329064960,anger
696407836679659520,anger
696414676817723393,anger
696414684484861952,anger
696414701035659264,anger
696414724704096256,anger
696414739065344004,anger
696423494175879169,anger
696571163359780864,anger
696571254816505859,anger
696571286022201344,anger
696573438501191680,anger
696576326598270976,anger
696576370839810049,anger
696576426380804100,anger
696581396761075712,anger
696581540260810752,anger
696581545931444224,anger
696586507608596481,anger
696586529309880320,anger
696586556589608960,anger
696628796267565057,anger
696637619044794368,anger
696643544979808256,anger
696647948520857600,anger
696674386112331776,anger
696674400888868865,anger
696674783061274624,anger
696674924623220738,anger
696677539754934272,anger
696678275129741312,anger
696686650768941057,anger
696689602577432578,anger
696689685083648000,anger
696692494864662528,anger
696695286572445697,anger
696695307669786624,anger
696701721981161472,anger
696715428639436800,anger
696729174338334721,anger
696742760901169152,anger
696792741305520129,anger
696804470513135616,anger
696863765321666560,anger
696882116580212736,anger
697058574728560640,anger
697080712793563136,anger
697106452046028802,anger
697170340745711617,anger
697170392423727104,anger
697170396731281408,anger
697170432709906432,anger
697170489358286848,anger
697170518441619456,anger
697170562423091200,anger
697170609915170816,anger
697170616676392960,anger
697171877928812544,anger
697171919779557377,anger
697171950741929984,anger
697171970086084610,anger
697171990642356225,anger
697171992471064577,anger
697172052499894273,anger
